# Dataset "Data 0" exported from GenX on Wed Dec  6 15:34:13 2017
# Column lables:
# x	I_simulated	I	error(I)
2.999999999999999889e-01 3.823422507106326047e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.049999999999999378e-01 3.222803024349224499e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.099999999999999423e-01 8.027273719608268854e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.149999999999999467e-01 1.225299804099748285e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.199999999999999512e-01 1.473767173027153154e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.249999999999999556e-01 1.523070407095204193e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.299999999999999600e-01 1.392797241784839990e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.349999999999999645e-01 1.126590011950540648e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.399999999999999689e-01 7.861127733470377188e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.449999999999999734e-01 4.455510649174237309e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.499999999999999778e-01 1.778811321454060873e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.549999999999999822e-01 3.394451180243697290e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.599999999999999312e-01 2.596205327468128436e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.649999999999999356e-01 1.275259894547950759e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.699999999999999400e-01 2.895484719480310998e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.749999999999999445e-01 4.603068313656642069e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.799999999999999489e-01 5.990150937261500691e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.849999999999999534e-01 6.806642523014296009e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.899999999999999578e-01 6.953225743648717982e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.949999999999999623e-01 6.455236913776191132e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.999999999999999667e-01 5.436026440197189169e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.049999999999999711e-01 4.091967550564188510e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.099999999999999201e-01 2.663316107565864149e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.149999999999999245e-01 1.395676514811250608e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.199999999999999289e-01 4.940050734516645073e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.249999999999999334e-01 8.037224484491957335e-04 0.000000000000000000e+00 0.000000000000000000e+00
4.299999999999999378e-01 1.708834389235968764e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.349999999999999423e-01 6.812379163559625396e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.399999999999999467e-01 1.457535374187670860e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.449999999999999512e-01 2.318562719101973160e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.499999999999999556e-01 3.094547320700830398e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.549999999999999600e-01 3.653638348487423665e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.599999999999999645e-01 3.914957531436012023e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.649999999999999134e-01 3.851455513619748278e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.699999999999999178e-01 3.486433124830604080e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.749999999999999223e-01 2.886094560929454086e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.799999999999999267e-01 2.148739939637979088e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.849999999999999312e-01 1.390365375611079049e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.899999999999999356e-01 7.269743625851982603e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.949999999999999400e-01 2.555488037149725861e-03 0.000000000000000000e+00 0.000000000000000000e+00
4.999999999999999445e-01 3.740070486771679675e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.049999999999998934e-01 8.819660954894289508e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.099999999999998979e-01 3.775029248887446301e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.149999999999999023e-01 8.377182733018377278e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.199999999999999067e-01 1.379319852959053246e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.249999999999999112e-01 1.907972750667729506e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.299999999999999156e-01 2.339613780817663413e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.349999999999999201e-01 2.611335245215504544e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.399999999999999245e-01 2.687617619356744147e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.449999999999999289e-01 2.562474453635408406e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.499999999999999334e-01 2.258289709215049318e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.549999999999999378e-01 1.821868665373290591e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.599999999999999423e-01 1.317918310942240573e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.649999999999999467e-01 8.201602392347193474e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.699999999999999512e-01 4.006955597693479323e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.749999999999999556e-01 1.189597260571621058e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.799999999999999600e-01 1.224834527187784803e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.849999999999999645e-01 8.990053014973019806e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.899999999999999689e-01 3.325384069705629962e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.949999999999999734e-01 6.964607886887478651e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.999999999999998668e-01 1.121936193670168905e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.049999999999998712e-01 1.543326471632187370e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.099999999999998757e-01 1.898950995991902438e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.149999999999998801e-01 2.139191610469032973e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.199999999999998845e-01 2.232123948722283466e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.249999999999998890e-01 2.166573586670530321e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.299999999999998934e-01 1.952778779828003020e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.349999999999998979e-01 1.620847526102577735e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.399999999999999023e-01 1.217097324539663343e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.449999999999999067e-01 7.983540950781372811e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.499999999999999112e-01 4.244950473150686104e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.549999999999999156e-01 1.499571139541725721e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.599999999999999201e-01 1.544782793054071113e-04 0.000000000000000000e+00 0.000000000000000000e+00
6.649999999999999245e-01 4.141815324080830177e-04 0.000000000000000000e+00 0.000000000000000000e+00
6.699999999999999289e-01 2.247278352360743137e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.749999999999999334e-01 5.392825087721680143e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.799999999999999378e-01 9.404558160623112395e-03 0.000000000000000000e+00 0.000000000000000000e+00
6.849999999999999423e-01 1.372221547503046056e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.899999999999999467e-01 1.775456866302171227e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.949999999999999512e-01 2.095943829490541643e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.999999999999999556e-01 2.291036919071333736e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.049999999999998490e-01 2.334498914766766284e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.099999999999998535e-01 2.219399860261886404e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.149999999999998579e-01 1.959125040872367399e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.199999999999998623e-01 1.586487594365711129e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.249999999999998668e-01 1.150820501025784891e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.299999999999998712e-01 7.128954341938486920e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.349999999999998757e-01 3.377201262609761008e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.399999999999998801e-01 8.574478556423882191e-04 0.000000000000000000e+00 0.000000000000000000e+00
7.449999999999998845e-01 3.647700666288183809e-05 0.000000000000000000e+00 0.000000000000000000e+00
7.499999999999998890e-01 1.163940045252885450e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.549999999999998934e-01 4.223387376547059480e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.599999999999998979e-01 8.925942551807586681e-03 0.000000000000000000e+00 0.000000000000000000e+00
7.649999999999999023e-01 1.474838105674863495e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.699999999999999067e-01 2.100625858082647707e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.749999999999999112e-01 2.694566802927483157e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.799999999999999156e-01 3.183658384744528919e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.849999999999999201e-01 3.505556484483577512e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.899999999999999245e-01 3.615258711358364241e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.949999999999999289e-01 3.490258129318739300e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.999999999999999334e-01 3.134476042482066405e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.049999999999999378e-01 2.581150146976015150e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.099999999999998312e-01 1.894400132227823386e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.149999999999998357e-01 1.168567716499853242e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.199999999999998401e-01 5.238891895644083932e-03 0.000000000000000000e+00 0.000000000000000000e+00
8.249999999999998446e-01 9.698750006062166083e-04 0.000000000000000000e+00 0.000000000000000000e+00
8.299999999999998490e-01 2.549090897606150056e-04 0.000000000000000000e+00 0.000000000000000000e+00
8.349999999999998535e-01 4.279807087536740932e-03 0.000000000000000000e+00 0.000000000000000000e+00
8.399999999999998579e-01 1.382983614000408111e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.449999999999998623e-01 2.912601933695719084e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.499999999999998668e-01 4.976130257495554876e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.549999999999998712e-01 7.476106234785667715e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.599999999999998757e-01 1.027489942827919389e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.649999999999998801e-01 1.321648636500284413e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.699999999999998845e-01 1.614722153525711135e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.749999999999998890e-01 1.893114305385754093e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.799999999999998934e-01 2.145819945596444123e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.849999999999998979e-01 2.364619531796354479e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.899999999999999023e-01 2.543848020043476543e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.949999999999999067e-01 2.679954223367492228e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.999999999999999112e-01 2.771019507221523792e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.049999999999999156e-01 2.816341632806027007e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.099999999999999201e-01 2.816136177038724986e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.149999999999999245e-01 2.771371770077075136e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.199999999999998179e-01 2.683733731434767567e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.249999999999998224e-01 2.555697339107733113e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.299999999999998268e-01 2.390680941670035586e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.349999999999998312e-01 2.193236455118578454e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.399999999999998357e-01 1.969219606159628433e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.449999999999998401e-01 1.725867754596093484e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.499999999999998446e-01 1.471706843222000405e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.549999999999998490e-01 1.216221576602975890e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.599999999999998535e-01 9.692632476738693992e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.649999999999998579e-01 7.402373818352264712e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.699999999999998623e-01 5.371923417732621386e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.749999999999998668e-01 3.659893276830053499e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.799999999999998712e-01 2.297415614747902457e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.849999999999998757e-01 1.286525744970806046e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.899999999999998801e-01 6.027875052584189854e-03 0.000000000000000000e+00 0.000000000000000000e+00
9.949999999999998845e-01 2.013212916441688496e-03 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999998890e-01 2.468543938667113998e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.004999999999999893e+00 1.093180362646938703e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.009999999999999787e+00 1.005163382066827935e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.014999999999999902e+00 2.413359961642917110e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.019999999999999796e+00 3.917264964225307400e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.024999999999999911e+00 5.216425891937953412e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.029999999999999805e+00 6.124261130364633786e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.034999999999999920e+00 6.555960825342129275e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.039999999999999813e+00 6.510402110741173379e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.044999999999999929e+00 6.049071296817034107e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.049999999999999822e+00 5.274268174229185258e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.054999999999999938e+00 4.308344678780703929e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.059999999999999831e+00 3.275365541960622347e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.064999999999999947e+00 2.286274746836323719e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.069999999999999840e+00 1.428317789253633280e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.074999999999999956e+00 7.590630004553799081e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.079999999999999849e+00 3.049028117871132411e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.084999999999999742e+00 6.346170439376547831e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.089999999999999858e+00 8.972075356226656703e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.094999999999999751e+00 9.946675804864636890e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.099999999999999867e+00 2.846039820819305072e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.104999999999999760e+00 5.130712409851743419e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.109999999999999876e+00 7.387614419597042905e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.114999999999999769e+00 9.252175444299005642e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.119999999999999885e+00 1.048144981658181161e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.124999999999999778e+00 1.096054170564409987e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.129999999999999893e+00 1.069296102045094775e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.134999999999999787e+00 9.778852162222171664e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.139999999999999902e+00 8.385681770482177055e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.144999999999999796e+00 6.716025403490498858e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.149999999999999911e+00 4.976657034566841793e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.154999999999999805e+00 3.352332679824153320e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.159999999999999920e+00 1.986596439206812174e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.164999999999999813e+00 9.707616821832941998e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.169999999999999929e+00 3.410741540333144721e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.174999999999999822e+00 8.307844418292861089e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.179999999999999938e+00 1.414861645583008681e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.184999999999999831e+00 4.334406190131378372e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.189999999999999725e+00 8.629953384212856512e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.194999999999999840e+00 1.334832715550313598e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.199999999999999734e+00 1.765670381982275183e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.204999999999999849e+00 2.092346433712539326e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.209999999999999742e+00 2.276149605371654921e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.214999999999999858e+00 2.303489458936882836e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.219999999999999751e+00 2.183427785834636016e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.224999999999999867e+00 1.942882453808678675e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.229999999999999760e+00 1.620458144529544171e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.234999999999999876e+00 1.259863318108502494e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.239999999999999769e+00 9.037624473152210624e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.244999999999999885e+00 5.887197935307361961e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.249999999999999778e+00 3.416528329863596319e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.254999999999999893e+00 1.779663908830337958e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.259999999999999787e+00 1.013141888004805216e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.264999999999999902e+00 1.047562477208837920e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.269999999999999796e+00 1.729617824747787912e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.274999999999999911e+00 2.850510290553508161e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.279999999999999805e+00 4.176701549573902530e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.284999999999999920e+00 5.479389380760351427e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.289999999999999813e+00 6.559858911320790053e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.294999999999999707e+00 7.268743215531533466e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.299999999999999822e+00 7.518120166411696207e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.304999999999999716e+00 7.286171590696915621e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.309999999999999831e+00 6.614783506768167254e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.314999999999999725e+00 5.600958412963413314e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.319999999999999840e+00 4.383257127385780522e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.324999999999999734e+00 3.124718475372574003e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.329999999999999849e+00 1.993851007791034422e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.334999999999999742e+00 1.145372377963732547e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.339999999999999858e+00 7.023927709141315832e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.344999999999999751e+00 7.416855085152347876e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.349999999999999867e+00 1.283535409374766178e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.354999999999999760e+00 2.287376034034859046e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.359999999999999876e+00 3.654002046050510192e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.364999999999999769e+00 5.234573854590554478e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.369999999999999885e+00 6.845947051332779241e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.374999999999999778e+00 8.291116990550712322e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.379999999999999893e+00 9.382852818764100095e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.384999999999999787e+00 9.968004727395279950e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.389999999999999902e+00 9.949604087429465545e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.394999999999999796e+00 9.303824410317402052e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.399999999999999689e+00 8.089186746904991577e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.404999999999999805e+00 6.446087011203673219e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.409999999999999698e+00 4.585753381820790401e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.414999999999999813e+00 2.769014336112020358e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.419999999999999707e+00 1.276629567014959600e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.424999999999999822e+00 3.742312696300618812e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.429999999999999716e+00 2.759541347268571875e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.434999999999999831e+00 1.111424925251500765e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.439999999999999725e+00 2.900804742573328691e-05 0.000000000000000000e+00 0.000000000000000000e+00
