# Dataset "Data 0" exported from GenX on Wed Dec  6 15:34:13 2017
# Column lables:
# x	I_simulated	I	error(I)
2.389999999999999236e+00 1.797987698750449839e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.394999999999999574e+00 8.087961453117837040e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.399999999999999467e+00 2.533002633049469748e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.404999999999999361e+00 1.076546421638945542e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.409999999999999254e+00 3.041375907147844905e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.414999999999999591e+00 7.460565069581880514e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.419999999999999485e+00 1.324206665829962794e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.424999999999999378e+00 1.932397017756439383e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.429999999999999272e+00 2.480025505018371780e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.434999999999999609e+00 2.900402843245338905e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.439999999999999503e+00 3.154353674366487557e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.444999999999999396e+00 3.229426508563742320e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.449999999999999289e+00 3.135692947636404056e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.454999999999999627e+00 2.899519931483489716e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.459999999999999520e+00 2.556810095143270233e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.464999999999999414e+00 2.147030133701895422e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.469999999999999307e+00 1.708939180934178547e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.474999999999999201e+00 1.278380469171035960e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.479999999999999538e+00 8.879236300306639278e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.484999999999999432e+00 5.676580069128020995e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.489999999999999325e+00 3.461381361155121223e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.494999999999999218e+00 2.504358577374147251e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.499999999999999556e+00 3.044784400700388149e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.504999999999999449e+00 5.253177096240392908e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.509999999999999343e+00 9.176040199379103496e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.514999999999999236e+00 1.467218012000024160e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.519999999999999574e+00 2.135611104732103684e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.524999999999999467e+00 2.856793309708504189e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.529999999999999361e+00 3.538978653355201870e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.534999999999999254e+00 4.072590996528830338e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.539999999999999591e+00 4.345639062882316932e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.544999999999999485e+00 4.266443538916608759e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.549999999999999378e+00 3.792454629054367404e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.554999999999999272e+00 2.962596105452489631e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.559999999999999609e+00 1.929400316768626906e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.564999999999999503e+00 9.863499019581516521e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.569999999999999396e+00 5.854849893747769450e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.574999999999999289e+00 1.340589819903449730e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.579999999999999183e+00 4.012191243770606004e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.584999999999999520e+00 9.472152461268223094e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.589999999999999414e+00 1.864771221429018823e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.594999999999999307e+00 3.244720760012966254e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.599999999999999201e+00 5.167217237433680536e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.604999999999999538e+00 7.692273270761308137e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.609999999999999432e+00 1.085049386563775224e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.614999999999999325e+00 1.463496168224388740e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.619999999999999218e+00 1.899523217110783908e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.624999999999999556e+00 2.383429113498239783e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.629999999999999449e+00 2.900912031684944230e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.634999999999999343e+00 3.433522250024118321e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.639999999999999236e+00 3.959510188004788239e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.644999999999999574e+00 4.455031216539630874e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.649999999999999467e+00 4.895631298062666894e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.654999999999999361e+00 5.257905426138488646e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.659999999999999254e+00 5.521197435887557859e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.664999999999999591e+00 5.669197853458203150e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.669999999999999485e+00 5.691297756530904004e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.674999999999999378e+00 5.583571546854473877e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.679999999999999272e+00 5.349289151882100990e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.684999999999999165e+00 4.998896250827998631e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.689999999999999503e+00 4.549446341736293410e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.694999999999999396e+00 4.023516711605768870e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.699999999999999289e+00 3.447687096314049245e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.704999999999999183e+00 2.850700475083956073e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.709999999999999520e+00 2.261455933520308903e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.714999999999999414e+00 1.707000619676650780e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.719999999999999307e+00 1.210689518538579813e-04 0.000000000000000000e+00 0.000000000000000000e+00
2.724999999999999201e+00 7.906675926608663983e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.729999999999999538e+00 4.587999075809895384e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.734999999999999432e+00 2.201343611397778014e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.739999999999999325e+00 7.293255431172041620e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.744999999999999218e+00 9.252060746448391520e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.749999999999999556e+00 1.601311960970768790e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.754999999999999449e+00 7.643961874134701505e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.759999999999999343e+00 1.717324035164946136e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.764999999999999236e+00 2.828154573110410475e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.769999999999999574e+00 3.919938298129920282e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.774999999999999467e+00 4.843761594635895756e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.779999999999999361e+00 5.489424760051927717e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.784999999999999254e+00 5.791765519832563566e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.789999999999999147e+00 5.732272764024320895e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.794999999999999485e+00 5.336106756750132359e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.799999999999999378e+00 4.665085584353414664e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.804999999999999272e+00 3.807569587903260349e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.809999999999999165e+00 2.866440609063361560e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.814999999999999503e+00 1.946507259664435438e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.819999999999999396e+00 1.142661118928970712e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.824999999999999289e+00 5.299664975884093978e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.829999999999999183e+00 1.566070170114342170e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.834999999999999520e+00 4.026654825145835410e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.839999999999999414e+00 1.681293870627311011e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.844999999999999307e+00 5.002883658654842657e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.849999999999999201e+00 9.759926200566716392e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.854999999999999538e+00 1.521886134161837338e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.859999999999999432e+00 2.061211682798040393e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.864999999999999325e+00 2.522897719005795636e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.869999999999999218e+00 2.849509880914691739e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.874999999999999556e+00 3.003222465436231926e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.879999999999999449e+00 2.969225235431799062e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.884999999999999343e+00 2.756295421709728305e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.889999999999999236e+00 2.394597013674328330e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.894999999999999130e+00 1.931081929802489362e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.899999999999999467e+00 1.423126298755977708e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.904999999999999361e+00 9.312127067376194643e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.909999999999999254e+00 5.115484815647112056e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.914999999999999147e+00 2.094849574197941737e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.919999999999999485e+00 5.447915905291876923e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.924999999999999378e+00 5.713442323824888233e-07 0.000000000000000000e+00 0.000000000000000000e+00
2.929999999999999272e+00 2.085959721703443835e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.934999999999999165e+00 4.822929450468210080e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.939999999999999503e+00 8.377434411081022123e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.944999999999999396e+00 1.225905339148036349e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.949999999999999289e+00 1.595389061345837652e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.954999999999999183e+00 1.898766596628041609e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.959999999999999520e+00 2.098221252921284293e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.964999999999999414e+00 2.169881175509597398e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.969999999999999307e+00 2.106352910395936753e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.974999999999999201e+00 1.917197168523165598e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.979999999999999538e+00 1.627339855093055119e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.984999999999999432e+00 1.273657482968405218e-05 0.000000000000000000e+00 0.000000000000000000e+00
2.989999999999999325e+00 9.001885846203769718e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.994999999999999218e+00 5.525774075683364768e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.999999999999999112e+00 2.724359105125104550e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.004999999999999449e+00 9.230678443733496047e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.009999999999999343e+00 3.182567271013897690e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.014999999999999236e+00 9.552626416546267567e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.019999999999999130e+00 2.725269013187432844e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.024999999999999467e+00 5.381069292604274173e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.029999999999999361e+00 8.569530362736135678e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.034999999999999254e+00 1.187657466609296709e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.039999999999999147e+00 1.487904488623953727e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.044999999999999485e+00 1.719705539582153740e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.049999999999999378e+00 1.854045215272926811e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.054999999999999272e+00 1.874378573878554232e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.059999999999999165e+00 1.778564871936224193e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.064999999999999503e+00 1.579015911015286503e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.069999999999999396e+00 1.301055181163533845e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.074999999999999289e+00 9.797007438394326502e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.079999999999999183e+00 6.552744534612928222e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.084999999999999520e+00 3.683801873140275125e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.089999999999999414e+00 1.548677348831755103e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.094999999999999307e+00 4.139829454778315557e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.099999999999999201e+00 4.215246008323609494e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.104999999999999094e+00 1.570813547848980035e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.109999999999999432e+00 3.719131792120263240e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.114999999999999325e+00 6.599136296275054899e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.119999999999999218e+00 9.851851948301545671e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.124999999999999112e+00 1.307102952138591131e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.129999999999999449e+00 1.585345701206963568e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.134999999999999343e+00 1.784907786127451742e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.139999999999999236e+00 1.880477623425991536e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.144999999999999130e+00 1.859643783007447512e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.149999999999999467e+00 1.724529638965997865e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.154999999999999361e+00 1.491646524109708421e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.159999999999999254e+00 1.189970573112084482e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.164999999999999147e+00 8.574644077223766349e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.169999999999999485e+00 5.364556678216488104e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.174999999999999378e+00 2.684270928377306875e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.179999999999999272e+00 8.884990718184569807e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.184999999999999165e+00 2.269380497751926247e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.189999999999999503e+00 8.117190627421123565e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.194999999999999396e+00 2.601358331220077294e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.199999999999999289e+00 5.403409538946667197e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.204999999999999183e+00 8.895776884721113902e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.209999999999999076e+00 1.266438110573093331e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.214999999999999414e+00 1.625285075612468362e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.219999999999999307e+00 1.921838247461731702e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.224999999999999201e+00 2.118706617306746870e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.229999999999999094e+00 2.190191459005822090e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.234999999999999432e+00 2.125758979501675677e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.239999999999999325e+00 1.931730519075458024e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.244999999999999218e+00 1.630943647734753353e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.249999999999999112e+00 1.260376598597434887e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.254999999999999449e+00 8.669735725744319270e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.259999999999999343e+00 5.021307325707452816e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.264999999999999236e+00 2.154754598575474977e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.269999999999999130e+00 4.867316277834946673e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.274999999999999467e+00 3.001292009701601293e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.279999999999999361e+00 1.704514168063213738e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.284999999999999254e+00 4.616402084389688420e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.289999999999999147e+00 8.762403848654169198e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.294999999999999485e+00 1.370565433657512888e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.299999999999999378e+00 1.889317285575354180e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.304999999999999272e+00 2.371924071307858733e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.309999999999999165e+00 2.759781413773793531e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.314999999999999503e+00 3.003567441063901815e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.319999999999999396e+00 3.069762398225454587e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.324999999999999289e+00 2.945563896987503575e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.329999999999999183e+00 2.641544519998025484e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.334999999999999076e+00 2.191634911139502703e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.339999999999999414e+00 1.650308459719399717e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.344999999999999307e+00 1.087162098170718696e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.349999999999999201e+00 5.793967278303164123e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.354999999999999094e+00 2.029654745233671694e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.359999999999999432e+00 2.334722445114841004e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.364999999999999325e+00 8.699285624739862766e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.369999999999999218e+00 4.144685739749625363e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.374999999999999112e+00 9.961830743065481036e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.379999999999999449e+00 1.791343854155086134e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.384999999999999343e+00 2.730465444284676548e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.389999999999999236e+00 3.721380950671920949e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.394999999999999130e+00 4.658326398369198645e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.399999999999999467e+00 5.433315467248892440e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.404999999999999361e+00 5.948738425699948482e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.409999999999999254e+00 6.129935097036827072e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.414999999999999147e+00 5.936429386318448759e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.419999999999999485e+00 5.370581971830281319e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.424999999999999378e+00 4.482614802893161542e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.429999999999999272e+00 3.371269788105424759e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.434999999999999165e+00 2.179756945379655099e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.439999999999999059e+00 1.087088010393840991e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.444999999999999396e+00 2.953383572353139981e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.449999999999999289e+00 1.378983616674583304e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.454999999999999183e+00 4.412391050823188788e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.459999999999999076e+00 1.747976115777128908e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.464999999999999414e+00 4.059021620704636891e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.469999999999999307e+00 7.440149728842827197e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.474999999999999201e+00 1.188801485433751374e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.479999999999999094e+00 1.732536947198081865e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.484999999999999432e+00 2.360193039391583921e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.489999999999999325e+00 3.050096711571678937e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.494999999999999218e+00 3.775119205386524368e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.499999999999999112e+00 4.504307582546639545e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.504999999999999449e+00 5.204833350112788876e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.509999999999999343e+00 5.844106384471072987e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.514999999999999236e+00 6.391889504914696632e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.519999999999999130e+00 6.822250600812463555e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.524999999999999467e+00 7.115204666299417089e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.529999999999999361e+00 7.257925688053880504e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.534999999999999254e+00 7.245445293260712903e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.539999999999999147e+00 7.080797913748738568e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.544999999999999041e+00 6.774617107365614802e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.549999999999999378e+00 6.344230725021711035e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.554999999999999272e+00 5.812340249674097844e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.559999999999999165e+00 5.205398875987923011e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.564999999999999059e+00 4.551821576515620998e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.569999999999999396e+00 3.880167319066956028e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.574999999999999289e+00 3.217428626875672398e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.579999999999999183e+00 2.587547726234273502e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.584999999999999076e+00 2.010253473413478706e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.589999999999999414e+00 1.500281720098843303e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.594999999999999307e+00 1.067006880839916315e-04 0.000000000000000000e+00 0.000000000000000000e+00
3.599999999999999201e+00 7.144774977079211922e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.604999999999999094e+00 4.418166898385038111e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.609999999999999432e+00 2.439221983976047346e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.614999999999999325e+00 1.123822511561574041e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.619999999999999218e+00 3.651376933612954507e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.624999999999999112e+00 4.428696849496021915e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.629999999999999449e+00 4.041752090747923159e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.634999999999999343e+00 2.394725717042532203e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.639999999999999236e+00 5.411193406664818343e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.644999999999999130e+00 8.635243085723987269e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.649999999999999023e+00 1.145885746526642814e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.654999999999999361e+00 1.348838502348815767e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.659999999999999254e+00 1.453016581012089753e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.664999999999999147e+00 1.456183006973544375e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.669999999999999041e+00 1.369407421602492009e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.674999999999999378e+00 1.212789246530926830e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.679999999999999272e+00 1.011192702937477504e-05 0.000000000000000000e+00 0.000000000000000000e+00
3.684999999999999165e+00 7.903884698430032712e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.689999999999999059e+00 5.738972002282653519e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.694999999999999396e+00 3.807158519186783610e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.699999999999999289e+00 2.239921240189529876e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.704999999999999183e+00 1.106070765294651025e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.709999999999999076e+00 4.154058471209739421e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.714999999999999414e+00 1.283474260178947501e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.719999999999999307e+00 1.693926643735749468e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.724999999999999201e+00 4.421955943837121000e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.729999999999999094e+00 8.442869734839733208e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.734999999999999432e+00 1.279833709368981317e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.739999999999999325e+00 1.669337660166182861e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.744999999999999218e+00 1.955712079777904952e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.749999999999999112e+00 2.106684896717373314e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.754999999999999005e+00 2.113907765976080005e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.759999999999999343e+00 1.989462216387043572e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.764999999999999236e+00 1.760632282249355200e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.769999999999999130e+00 1.463858343194960361e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.774999999999999023e+00 1.138716740379817145e-06 0.000000000000000000e+00 0.000000000000000000e+00
3.779999999999999361e+00 8.226125573356460069e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.784999999999999254e+00 5.466632109788468880e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.789999999999999147e+00 3.330233686505190686e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.794999999999999041e+00 1.936884477042830543e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.799999999999999378e+00 1.306384410390806905e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.804999999999999272e+00 1.370605685981483102e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.809999999999999165e+00 1.993230534635412929e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.814999999999999059e+00 2.993592131107089060e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.819999999999999396e+00 4.171505033299182987e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.824999999999999289e+00 5.330548075031867969e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.829999999999999183e+00 6.297969055787063405e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.834999999999999076e+00 6.940082053203852945e-07 0.000000000000000000e+00 0.000000000000000000e+00
